time,temperature,rain,windspeed,month,day_month,hour
1664575200,17.0,0.0,5.7,10,1,0
1664578800,17.7,0.0,5.7,10,1,1
1664582400,16.5,0.0,7.1,10,1,2
1664586000,14.2,0.0,6.6,10,1,3
1664589600,14.2,0.0,6.9,10,1,4
1664593200,13.9,0.0,8.7,10,1,5
1664596800,13.7,0.0,9.0,10,1,6
1664600400,13.5,0.0,9.9,10,1,7
1664604000,13.3,0.0,11.9,10,1,8
1664607600,14.3,0.0,10.9,10,1,9
1664611200,15.3,0.0,10.0,10,1,10
1664614800,16.3,0.0,6.9,10,1,11
1664618400,17.8,0.0,2.7,10,1,12
1664622000,18.9,0.0,8.1,10,1,13
1664625600,19.9,0.0,12.1,10,1,14
1664629200,20.9,0.0,13.4,10,1,15
1664632800,21.7,0.0,13.2,10,1,16
1664636400,22.4,0.0,13.9,10,1,17
1664640000,22.5,0.0,12.1,10,1,18
1664643600,21.6,0.0,8.8,10,1,19
1664647200,20.4,0.0,8.4,10,1,20
1664650800,19.4,0.0,8.7,10,1,21
1664654400,18.6,0.0,9.3,10,1,22
1664658000,17.9,0.0,7.6,10,1,23
1664661600,17.7,0.0,7.6,10,2,0
1664665200,17.3,0.0,6.2,10,2,1
1664668800,17.0,0.0,5.4,10,2,2
1664672400,16.6,0.0,5.2,10,2,3
1664676000,16.1,0.0,5.3,10,2,4
1664679600,15.4,0.0,6.5,10,2,5
1664683200,15.1,0.0,6.1,10,2,6
1664686800,14.9,0.0,7.4,10,2,7
1664690400,14.8,0.0,8.7,10,2,8
1664694000,15.6,0.0,8.6,10,2,9
1664697600,18.6,0.0,6.8,10,2,10
1664701200,20.8,0.0,7.6,10,2,11
1664704800,22.1,0.0,9.5,10,2,12
1664708400,23.0,0.0,12.1,10,2,13
1664712000,23.6,0.0,13.0,10,2,14
1664715600,24.0,0.0,13.5,10,2,15
1664719200,24.1,0.0,13.6,10,2,16
1664722800,23.7,0.0,13.3,10,2,17
1664726400,22.9,0.0,13.4,10,2,18
1664730000,21.6,0.0,12.3,10,2,19
1664733600,20.3,0.0,8.2,10,2,20
1664737200,19.7,0.0,7.4,10,2,21
1664740800,18.9,0.0,6.2,10,2,22
1664744400,18.6,0.0,3.5,10,2,23
1664748000,17.4,0.0,5.0,10,3,0
1664751600,16.8,0.0,2.9,10,3,1
1664755200,16.0,0.0,3.1,10,3,2
1664758800,15.4,0.0,4.0,10,3,3
1664762400,15.0,0.0,3.4,10,3,4
1664766000,14.8,0.0,3.4,10,3,5
1664769600,14.6,0.0,3.6,10,3,6
1664773200,14.4,0.0,4.7,10,3,7
1664776800,14.4,0.0,7.9,10,3,8
1664780400,16.2,0.0,7.6,10,3,9
1664784000,17.9,0.0,5.7,10,3,10
1664787600,19.5,0.0,1.8,10,3,11
1664791200,20.7,0.0,5.1,10,3,12
1664794800,21.6,0.0,10.8,10,3,13
1664798400,22.0,0.0,9.8,10,3,14
1664802000,22.2,0.0,13.8,10,3,15
1664805600,22.3,0.0,12.6,10,3,16
1664809200,22.1,0.0,11.7,10,3,17
1664812800,21.6,0.0,9.4,10,3,18
1664816400,20.7,0.0,7.0,10,3,19
1664820000,19.8,0.0,6.6,10,3,20
1664823600,20.7,0.0,1.8,10,3,21
1664827200,20.7,0.0,1.1,10,3,22
1664830800,20.3,0.0,1.1,10,3,23
1664834400,20.1,0.0,1.3,10,4,0
1664838000,19.9,0.0,3.2,10,4,1
1664841600,19.0,0.0,4.5,10,4,2
1664845200,18.4,0.0,5.2,10,4,3
1664848800,18.0,0.0,4.3,10,4,4
1664852400,18.4,0.0,10.4,10,4,5
1664856000,18.6,0.0,10.4,10,4,6
1664859600,18.5,0.0,7.1,10,4,7
1664863200,18.6,0.0,5.9,10,4,8
1664866800,18.6,0.0,6.3,10,4,9
1664870400,19.5,0.0,6.9,10,4,10
1664874000,20.5,0.0,7.6,10,4,11
1664877600,21.3,0.0,4.3,10,4,12
1664881200,21.8,0.0,4.4,10,4,13
1664884800,22.3,0.0,6.1,10,4,14
1664888400,22.7,0.0,6.1,10,4,15
1664892000,22.6,0.0,6.9,10,4,16
1664895600,22.4,0.0,9.9,10,4,17
1664899200,21.8,0.0,11.1,10,4,18
1664902800,21.0,0.0,7.9,10,4,19
1664906400,20.1,0.0,5.1,10,4,20
1664910000,18.9,0.0,3.8,10,4,21
1664913600,19.0,0.0,2.7,10,4,22
1664917200,17.9,0.0,5.6,10,4,23
1664920800,18.3,0.0,5.8,10,5,0
1664924400,19.0,0.0,5.0,10,5,1
1664928000,18.5,0.0,4.3,10,5,2
1664931600,17.3,0.0,3.7,10,5,3
1664935200,16.5,0.0,5.0,10,5,4
1664938800,16.0,0.0,7.6,10,5,5
1664942400,15.7,0.0,8.9,10,5,6
1664946000,15.7,0.0,9.9,10,5,7
1664949600,15.6,0.0,9.8,10,5,8
1664953200,16.3,0.0,9.7,10,5,9
1664956800,17.3,0.0,9.7,10,5,10
1664960400,18.8,0.0,9.7,10,5,11
1664964000,20.4,0.0,7.6,10,5,12
1664967600,21.5,0.0,9.2,10,5,13
1664971200,22.0,0.0,10.1,10,5,14
1664974800,22.2,0.0,10.4,10,5,15
1664978400,22.1,0.0,11.6,10,5,16
1664982000,21.8,0.0,11.6,10,5,17
1664985600,21.3,0.0,10.2,10,5,18
1664989200,20.9,0.0,8.4,10,5,19
1664992800,20.1,0.0,5.8,10,5,20
1664996400,20.2,0.1,5.8,10,5,21
1665000000,19.8,0.1,6.0,10,5,22
1665003600,19.6,0.0,6.6,10,5,23
1665007200,19.5,0.0,10.3,10,6,0
1665010800,19.3,0.0,11.6,10,6,1
1665014400,19.1,0.0,12.0,10,6,2
1665018000,18.9,0.1,11.0,10,6,3
1665021600,18.7,0.0,11.3,10,6,4
1665025200,18.6,0.0,11.5,10,6,5
1665028800,18.3,0.0,11.8,10,6,6
1665032400,18.0,0.0,12.5,10,6,7
1665036000,17.3,0.0,15.3,10,6,8
1665039600,18.2,0.0,17.9,10,6,9
1665043200,19.1,0.0,19.6,10,6,10
1665046800,20.1,0.0,21.3,10,6,11
1665050400,20.9,0.0,16.4,10,6,12
1665054000,21.4,0.0,17.1,10,6,13
1665057600,21.8,0.0,17.3,10,6,14
1665061200,22.0,0.0,17.2,10,6,15
1665064800,21.6,0.0,17.7,10,6,16
1665068400,21.2,0.0,17.1,10,6,17
1665072000,20.8,0.0,14.9,10,6,18
1665075600,20.4,0.0,12.6,10,6,19
1665079200,19.8,0.0,10.5,10,6,20
1665082800,19.4,0.0,10.4,10,6,21
1665086400,19.3,0.0,9.3,10,6,22
1665090000,19.2,0.0,8.9,10,6,23
1665093600,19.1,0.0,10.5,10,7,0
1665097200,19.0,0.0,8.9,10,7,1
1665100800,18.7,0.0,8.2,10,7,2
1665104400,18.4,0.0,7.6,10,7,3
1665108000,18.2,0.0,9.4,10,7,4
1665111600,18.1,0.0,12.0,10,7,5
1665115200,17.9,0.0,14.5,10,7,6
1665118800,17.9,0.0,13.9,10,7,7
1665122400,18.0,0.1,12.8,10,7,8
1665126000,18.1,1.0,13.0,10,7,9
1665129600,18.3,1.9,14.8,10,7,10
1665133200,18.6,2.1,16.6,10,7,11
1665136800,18.7,1.2,18.4,10,7,12
1665140400,18.8,0.2,23.4,10,7,13
1665144000,18.8,0.2,22.9,10,7,14
1665147600,18.9,0.2,19.6,10,7,15
1665151200,19.1,0.3,16.9,10,7,16
1665154800,19.3,0.4,16.5,10,7,17
1665158400,19.2,0.2,17.1,10,7,18
1665162000,19.0,0.1,15.8,10,7,19
1665165600,18.7,0.1,15.0,10,7,20
1665169200,18.0,1.1,13.8,10,7,21
1665172800,17.5,1.9,13.2,10,7,22
1665176400,17.4,2.1,13.3,10,7,23
1665180000,17.3,2.6,15.0,10,8,0
1665183600,17.2,2.8,11.5,10,8,1
1665187200,17.1,3.9,12.1,10,8,2
1665190800,17.1,4.0,12.0,10,8,3
1665194400,17.1,2.8,11.5,10,8,4
1665198000,17.1,1.4,10.0,10,8,5
1665201600,17.1,0.9,10.2,10,8,6
1665205200,17.1,1.1,10.4,10,8,7
1665208800,17.1,1.3,11.0,10,8,8
1665212400,17.2,0.9,13.1,10,8,9
1665216000,17.7,0.3,10.3,10,8,10
1665219600,18.4,0.6,7.9,10,8,11
1665223200,18.8,0.6,8.2,10,8,12
1665226800,19.3,0.2,7.1,10,8,13
1665230400,19.7,0.0,7.7,10,8,14
1665234000,20.0,0.0,10.2,10,8,15
1665237600,19.9,0.0,9.9,10,8,16
1665241200,19.6,0.0,11.3,10,8,17
1665244800,19.0,0.0,12.6,10,8,18
1665248400,18.4,0.0,9.6,10,8,19
1665252000,18.0,0.0,6.6,10,8,20
1665255600,17.7,0.5,6.0,10,8,21
1665259200,17.2,0.1,5.9,10,8,22
1665262800,17.2,0.0,4.0,10,8,23
1665266400,16.5,0.0,5.4,10,9,0
1665270000,16.1,0.0,6.0,10,9,1
1665273600,16.0,0.0,5.1,10,9,2
1665277200,16.2,0.0,4.4,10,9,3
1665280800,16.0,0.0,4.7,10,9,4
1665284400,15.9,0.0,3.3,10,9,5
1665288000,15.7,0.0,4.7,10,9,6
1665291600,15.6,0.0,5.9,10,9,7
1665295200,15.6,0.0,4.7,10,9,8
1665298800,16.6,0.0,2.3,10,9,9
1665302400,17.6,0.0,2.3,10,9,10
1665306000,18.5,0.1,1.8,10,9,11
1665309600,19.2,0.1,9.8,10,9,12
1665313200,20.0,0.1,7.8,10,9,13
1665316800,20.5,0.1,8.8,10,9,14
1665320400,20.3,0.0,7.5,10,9,15
1665324000,20.6,0.0,7.5,10,9,16
1665327600,20.5,0.0,7.9,10,9,17
1665331200,20.5,0.0,5.2,10,9,18
1665334800,19.9,0.0,3.6,10,9,19
1665338400,19.0,0.0,4.2,10,9,20
1665342000,18.7,0.0,3.4,10,9,21
1665345600,18.1,0.0,4.7,10,9,22
1665349200,17.7,0.0,5.4,10,9,23
1665352800,17.9,0.0,3.4,10,10,0
1665356400,18.7,0.0,3.1,10,10,1
1665360000,18.6,0.0,4.1,10,10,2
1665363600,18.2,0.0,2.3,10,10,3
1665367200,16.5,0.0,3.6,10,10,4
1665370800,16.3,0.0,3.2,10,10,5
1665374400,16.5,0.0,3.0,10,10,6
1665378000,16.0,0.0,1.5,10,10,7
1665381600,15.8,0.0,2.2,10,10,8
1665385200,16.9,0.0,4.0,10,10,9
1665388800,18.0,0.0,5.5,10,10,10
1665392400,18.7,0.0,5.0,10,10,11
1665396000,19.5,0.0,9.6,10,10,12
1665399600,20.3,0.0,9.2,10,10,13
1665403200,20.7,0.0,7.7,10,10,14
1665406800,20.8,0.0,7.9,10,10,15
1665410400,20.7,0.0,8.4,10,10,16
1665414000,20.3,0.0,9.5,10,10,17
1665417600,19.8,0.0,8.1,10,10,18
1665421200,19.4,0.0,6.3,10,10,19
1665424800,18.9,0.0,4.4,10,10,20
1665428400,18.4,0.0,3.6,10,10,21
1665432000,18.4,0.0,4.4,10,10,22
1665435600,18.4,0.0,5.1,10,10,23
1665439200,18.1,0.0,8.2,10,11,0
1665442800,17.8,0.0,8.4,10,11,1
1665446400,17.6,0.0,7.9,10,11,2
1665450000,17.3,0.0,8.9,10,11,3
1665453600,17.2,0.0,9.3,10,11,4
1665457200,17.1,0.0,8.4,10,11,5
1665460800,16.9,0.0,11.3,10,11,6
1665464400,16.6,0.0,14.1,10,11,7
1665468000,16.6,0.0,13.4,10,11,8
1665471600,17.0,0.0,11.2,10,11,9
1665475200,17.6,0.0,12.7,10,11,10
1665478800,18.6,0.0,17.1,10,11,11
1665482400,19.6,0.0,14.0,10,11,12
1665486000,20.2,0.0,13.1,10,11,13
1665489600,20.6,0.0,14.4,10,11,14
1665493200,20.7,0.0,15.0,10,11,15
1665496800,20.5,0.0,16.6,10,11,16
1665500400,20.2,0.0,17.1,10,11,17
1665504000,20.0,0.0,15.6,10,11,18
1665507600,19.5,0.0,13.0,10,11,19
1665511200,19.0,0.0,12.1,10,11,20
1665514800,18.1,0.3,11.8,10,11,21
1665518400,17.9,0.4,10.8,10,11,22
1665522000,17.7,0.4,9.2,10,11,23
1665525600,17.4,0.4,10.6,10,12,0
1665529200,17.2,0.5,12.0,10,12,1
1665532800,17.2,0.2,12.7,10,12,2
1665536400,17.2,0.0,11.8,10,12,3
1665540000,17.0,0.0,10.9,10,12,4
1665543600,16.8,0.0,11.3,10,12,5
1665547200,16.7,0.0,9.5,10,12,6
1665550800,16.5,0.0,9.7,10,12,7
1665554400,16.2,0.0,9.0,10,12,8
1665558000,16.8,0.0,9.9,10,12,9
1665561600,18.1,0.0,10.1,10,12,10
1665565200,19.6,0.0,9.5,10,12,11
1665568800,20.8,0.0,2.4,10,12,12
1665572400,21.6,0.0,3.7,10,12,13
1665576000,22.1,0.0,6.7,10,12,14
1665579600,22.4,0.0,8.6,10,12,15
1665583200,22.3,0.0,11.2,10,12,16
1665586800,20.9,0.2,11.5,10,12,17
1665590400,20.4,0.0,10.8,10,12,18
1665594000,19.7,0.0,7.2,10,12,19
1665597600,18.6,0.0,5.5,10,12,20
1665601200,18.7,0.0,4.3,10,12,21
1665604800,18.8,0.0,3.9,10,12,22
1665608400,17.6,0.0,4.7,10,12,23
1665612000,17.3,0.0,4.1,10,13,0
1665615600,16.9,0.0,4.7,10,13,1
1665619200,16.7,0.0,5.4,10,13,2
1665622800,15.8,0.0,4.7,10,13,3
1665626400,14.8,0.0,5.4,10,13,4
1665630000,15.4,0.0,4.4,10,13,5
1665633600,15.4,0.0,4.6,10,13,6
1665637200,14.7,0.0,5.7,10,13,7
1665640800,14.4,0.0,5.6,10,13,8
1665644400,15.2,0.0,8.2,10,13,9
1665648000,18.3,0.0,5.2,10,13,10
1665651600,19.6,0.0,7.3,10,13,11
1665655200,20.7,0.0,11.0,10,13,12
1665658800,21.5,0.0,13.8,10,13,13
1665662400,22.2,0.0,16.1,10,13,14
1665666000,22.6,0.0,13.7,10,13,15
1665669600,22.9,0.0,15.5,10,13,16
1665673200,23.0,0.0,13.8,10,13,17
1665676800,22.5,0.0,15.3,10,13,18
1665680400,21.3,0.0,14.3,10,13,19
1665684000,20.3,0.0,13.5,10,13,20
1665687600,20.0,0.0,10.4,10,13,21
1665691200,19.5,0.0,7.6,10,13,22
1665694800,18.9,0.0,7.9,10,13,23
1665698400,18.1,0.0,9.5,10,14,0
1665702000,17.3,0.0,7.9,10,14,1
1665705600,16.6,0.0,7.1,10,14,2
1665709200,16.4,0.0,6.1,10,14,3
1665712800,16.4,0.0,5.4,10,14,4
1665716400,16.1,0.0,4.0,10,14,5
1665720000,16.0,0.0,4.4,10,14,6
1665723600,15.8,0.0,5.4,10,14,7
1665727200,15.6,0.0,7.0,10,14,8
1665730800,16.5,0.0,7.7,10,14,9
1665734400,18.8,0.0,5.6,10,14,10
1665738000,20.3,0.0,5.7,10,14,11
1665741600,21.2,0.0,3.1,10,14,12
1665745200,21.9,0.0,3.0,10,14,13
1665748800,22.3,0.0,4.3,10,14,14
1665752400,22.6,0.0,6.6,10,14,15
1665756000,22.7,0.0,7.4,10,14,16
1665759600,22.3,0.0,6.2,10,14,17
1665763200,21.6,0.0,5.6,10,14,18
1665766800,20.7,0.0,5.9,10,14,19
1665770400,19.8,0.0,3.1,10,14,20
1665774000,20.1,0.0,2.2,10,14,21
1665777600,19.4,0.0,3.4,10,14,22
1665781200,19.1,0.0,3.1,10,14,23
1665784800,19.7,0.0,5.2,10,15,0
1665788400,19.6,0.0,2.5,10,15,1
1665792000,19.4,0.0,2.3,10,15,2
1665795600,18.0,0.0,3.9,10,15,3
1665799200,16.7,0.0,6.3,10,15,4
1665802800,16.7,0.0,8.0,10,15,5
1665806400,16.5,0.0,8.3,10,15,6
1665810000,16.4,0.0,8.3,10,15,7
1665813600,16.3,0.0,8.1,10,15,8
1665817200,16.2,0.0,7.7,10,15,9
1665820800,17.1,0.0,7.1,10,15,10
1665824400,18.6,0.0,5.7,10,15,11
1665828000,20.1,0.0,6.0,10,15,12
1665831600,21.5,0.0,12.4,10,15,13
1665835200,22.1,0.0,14.8,10,15,14
1665838800,22.4,0.0,14.3,10,15,15
1665842400,22.5,0.0,14.3,10,15,16
1665846000,22.2,0.0,14.2,10,15,17
1665849600,21.6,0.0,13.7,10,15,18
1665853200,20.8,0.0,11.8,10,15,19
1665856800,20.1,0.0,7.9,10,15,20
1665860400,20.0,0.0,8.4,10,15,21
1665864000,19.7,0.0,8.4,10,15,22
1665867600,19.7,0.0,8.1,10,15,23
1665871200,19.5,0.0,9.4,10,16,0
1665874800,19.1,0.0,8.8,10,16,1
1665878400,19.1,0.0,7.2,10,16,2
1665882000,18.3,0.0,5.1,10,16,3
1665885600,17.9,0.0,3.9,10,16,4
1665889200,17.7,0.0,4.7,10,16,5
1665892800,17.5,0.0,4.6,10,16,6
1665896400,17.4,0.0,3.5,10,16,7
1665900000,17.2,0.0,2.9,10,16,8
1665903600,17.9,0.0,2.9,10,16,9
1665907200,19.6,0.0,3.5,10,16,10
1665910800,20.6,0.0,3.3,10,16,11
1665914400,21.6,0.0,4.6,10,16,12
1665918000,22.2,0.0,7.3,10,16,13
1665921600,22.7,0.0,10.4,10,16,14
1665925200,22.8,0.0,11.7,10,16,15
1665928800,22.9,0.0,10.6,10,16,16
1665932400,22.7,0.0,9.1,10,16,17
1665936000,22.1,0.0,9.0,10,16,18
1665939600,21.2,0.0,8.5,10,16,19
1665943200,20.3,0.0,6.8,10,16,20
1665946800,20.3,0.0,5.6,10,16,21
1665950400,20.4,0.0,5.1,10,16,22
1665954000,20.2,0.0,5.2,10,16,23
1665957600,20.1,0.0,10.5,10,17,0
1665961200,19.9,0.0,8.3,10,17,1
1665964800,19.8,0.0,5.1,10,17,2
1665968400,19.6,0.0,3.6,10,17,3
1665972000,19.4,0.0,5.4,10,17,4
1665975600,19.2,0.0,7.4,10,17,5
1665979200,19.1,0.0,9.7,10,17,6
1665982800,19.1,0.0,9.9,10,17,7
1665986400,19.1,0.0,11.8,10,17,8
1665990000,19.0,0.0,9.2,10,17,9
1665993600,19.6,0.0,8.9,10,17,10
1665997200,20.7,0.0,11.5,10,17,11
1666000800,21.6,0.0,10.4,10,17,12
1666004400,21.8,0.0,9.0,10,17,13
1666008000,21.8,0.1,13.2,10,17,14
1666011600,21.7,0.0,15.0,10,17,15
1666015200,21.8,0.0,14.0,10,17,16
1666018800,21.8,0.0,11.9,10,17,17
1666022400,21.5,0.0,10.9,10,17,18
1666026000,20.9,0.0,10.7,10,17,19
1666029600,20.2,0.0,8.4,10,17,20
1666033200,20.1,0.0,5.0,10,17,21
1666036800,19.5,0.1,3.9,10,17,22
1666040400,19.2,0.0,4.6,10,17,23
1666044000,19.1,0.0,5.2,10,18,0
1666047600,19.0,0.0,4.7,10,18,1
1666051200,19.1,0.0,4.5,10,18,2
1666054800,18.9,0.0,2.6,10,18,3
1666058400,19.0,0.0,2.8,10,18,4
1666062000,18.9,0.0,3.7,10,18,5
1666065600,18.6,0.0,3.3,10,18,6
1666069200,18.1,0.0,3.6,10,18,7
1666072800,17.7,0.0,4.7,10,18,8
1666076400,18.7,0.0,4.9,10,18,9
1666080000,19.6,0.0,5.0,10,18,10
1666083600,20.5,0.0,5.7,10,18,11
1666087200,21.5,0.0,8.0,10,18,12
1666090800,22.3,0.0,6.5,10,18,13
1666094400,23.0,0.0,4.6,10,18,14
1666098000,23.3,0.0,6.9,10,18,15
1666101600,23.3,0.0,7.7,10,18,16
1666105200,23.1,0.0,8.0,10,18,17
1666108800,22.4,0.0,8.0,10,18,18
1666112400,21.4,0.0,5.6,10,18,19
1666116000,20.6,0.0,4.7,10,18,20
1666119600,20.5,0.0,2.9,10,18,21
1666123200,20.5,0.0,0.8,10,18,22
1666126800,20.1,0.0,1.3,10,18,23
1666130400,20.1,0.0,1.5,10,19,0
1666134000,20.3,0.0,3.1,10,19,1
1666137600,20.5,0.0,4.3,10,19,2
1666141200,20.4,0.0,4.8,10,19,3
1666144800,19.8,0.0,4.8,10,19,4
1666148400,19.6,0.0,0.8,10,19,5
1666152000,19.4,0.0,1.5,10,19,6
1666155600,19.1,0.0,7.7,10,19,7
1666159200,19.2,0.0,6.0,10,19,8
1666162800,19.4,0.0,5.2,10,19,9
1666166400,19.8,0.0,5.4,10,19,10
1666170000,20.5,0.0,5.2,10,19,11
1666173600,21.7,0.0,5.2,10,19,12
1666177200,22.6,0.0,10.8,10,19,13
1666180800,23.0,0.0,9.6,10,19,14
1666184400,23.2,0.0,10.9,10,19,15
1666188000,23.3,0.0,9.2,10,19,16
1666191600,23.1,0.0,9.3,10,19,17
1666195200,22.3,0.0,11.0,10,19,18
1666198800,21.5,0.0,12.6,10,19,19
1666202400,20.6,0.0,10.2,10,19,20
1666206000,20.9,0.0,9.1,10,19,21
1666209600,20.5,0.0,10.0,10,19,22
1666213200,20.3,0.0,7.6,10,19,23
1666216800,19.9,0.0,2.9,10,20,0
1666220400,19.3,0.0,1.3,10,20,1
1666224000,18.7,0.0,4.9,10,20,2
1666227600,18.4,0.0,11.4,10,20,3
1666231200,19.6,0.0,6.6,10,20,4
1666234800,19.6,0.0,6.5,10,20,5
1666238400,19.6,0.0,5.2,10,20,6
1666242000,19.6,0.0,2.6,10,20,7
1666245600,19.6,0.0,5.0,10,20,8
1666249200,19.1,0.0,2.6,10,20,9
1666252800,19.6,0.0,0.7,10,20,10
1666256400,20.7,0.0,4.2,10,20,11
1666260000,21.3,0.0,4.9,10,20,12
1666263600,21.9,0.3,3.9,10,20,13
1666267200,22.0,0.1,1.3,10,20,14
1666270800,22.2,0.0,3.3,10,20,15
1666274400,22.3,0.0,10.0,10,20,16
1666278000,22.1,0.0,4.0,10,20,17
1666281600,21.7,0.0,1.1,10,20,18
1666285200,21.3,0.0,4.1,10,20,19
1666288800,20.7,0.0,5.2,10,20,20
1666292400,20.8,0.5,6.2,10,20,21
1666296000,20.3,0.0,6.7,10,20,22
1666299600,20.0,0.1,5.4,10,20,23
1666303200,20.0,0.5,4.9,10,21,0
1666306800,19.9,0.3,5.4,10,21,1
1666310400,19.9,0.2,7.4,10,21,2
1666314000,19.6,0.3,5.0,10,21,3
1666317600,19.5,0.4,3.4,10,21,4
1666321200,19.4,0.1,6.7,10,21,5
1666324800,19.4,0.0,5.5,10,21,6
1666328400,19.3,0.0,4.3,10,21,7
1666332000,19.2,0.0,6.0,10,21,8
1666335600,19.1,0.0,3.3,10,21,9
1666339200,20.1,0.0,5.4,10,21,10
1666342800,20.7,0.1,8.1,10,21,11
1666346400,21.5,0.0,11.7,10,21,12
1666350000,22.3,0.1,15.6,10,21,13
1666353600,22.8,0.0,16.9,10,21,14
1666357200,23.0,0.0,19.5,10,21,15
1666360800,23.1,0.0,19.7,10,21,16
1666364400,22.8,0.0,16.8,10,21,17
1666368000,22.3,0.0,14.3,10,21,18
1666371600,21.4,0.0,16.4,10,21,19
1666375200,20.7,0.0,11.6,10,21,20
1666378800,20.8,0.0,10.6,10,21,21
1666382400,20.1,0.0,11.6,10,21,22
1666386000,20.2,0.0,8.4,10,21,23
1666389600,20.1,0.0,6.4,10,22,0
1666393200,19.5,0.0,8.2,10,22,1
1666396800,19.0,0.0,7.7,10,22,2
1666400400,18.5,0.0,6.3,10,22,3
1666404000,18.0,0.0,5.4,10,22,4
1666407600,17.5,0.0,6.2,10,22,5
1666411200,17.1,0.0,6.5,10,22,6
1666414800,16.9,0.0,6.9,10,22,7
1666418400,16.6,0.0,6.4,10,22,8
1666422000,16.3,0.0,8.2,10,22,9
1666425600,18.1,0.0,7.9,10,22,10
1666429200,20.1,0.0,6.5,10,22,11
1666432800,21.8,0.0,9.2,10,22,12
1666436400,22.7,0.0,8.7,10,22,13
1666440000,23.3,0.0,9.7,10,22,14
1666443600,23.3,0.0,11.8,10,22,15
1666447200,23.2,0.0,11.2,10,22,16
1666450800,22.6,0.0,11.3,10,22,17
1666454400,21.8,0.0,9.1,10,22,18
1666458000,20.7,0.0,8.1,10,22,19
1666461600,19.8,0.0,8.4,10,22,20
1666465200,19.2,0.0,8.7,10,22,21
1666468800,19.8,0.0,4.3,10,22,22
1666472400,19.4,0.0,3.9,10,22,23
1666476000,18.9,0.0,4.6,10,23,0
1666479600,18.2,0.0,4.2,10,23,1
1666483200,18.4,0.0,3.9,10,23,2
1666486800,18.9,0.0,3.6,10,23,3
1666490400,18.8,0.0,4.1,10,23,4
1666494000,18.1,0.0,4.0,10,23,5
1666497600,17.9,0.0,4.2,10,23,6
1666501200,18.0,0.0,6.9,10,23,7
1666504800,17.1,0.0,5.4,10,23,8
1666508400,17.5,0.0,3.7,10,23,9
1666512000,19.4,0.0,6.1,10,23,10
1666515600,20.8,0.0,6.3,10,23,11
1666519200,22.0,0.0,8.5,10,23,12
1666522800,22.7,0.0,3.3,10,23,13
1666526400,23.1,0.0,14.9,10,23,14
1666530000,23.3,0.0,10.9,10,23,15
1666533600,23.3,0.0,6.5,10,23,16
1666537200,22.8,0.0,2.2,10,23,17
1666540800,22.2,0.0,8.7,10,23,18
1666544400,21.4,0.0,9.8,10,23,19
1666548000,20.6,0.0,9.2,10,23,20
1666551600,20.3,0.0,9.0,10,23,21
1666555200,19.7,0.0,8.7,10,23,22
1666558800,19.0,0.0,7.9,10,23,23
1666562400,18.2,0.0,8.6,10,24,0
1666566000,17.3,0.0,9.4,10,24,1
1666569600,16.8,0.0,7.4,10,24,2
1666573200,16.5,0.0,8.0,10,24,3
1666576800,16.4,0.0,10.3,10,24,4
1666580400,16.2,0.0,7.6,10,24,5
1666584000,16.1,0.0,7.6,10,24,6
1666587600,16.3,0.0,7.3,10,24,7
1666591200,16.3,0.0,7.6,10,24,8
1666594800,16.4,0.0,5.2,10,24,9
1666598400,19.1,0.0,5.9,10,24,10
1666602000,20.9,0.0,7.3,10,24,11
1666605600,22.2,0.0,10.2,10,24,12
1666609200,22.9,0.0,11.9,10,24,13
1666612800,23.3,0.0,13.7,10,24,14
1666616400,23.8,0.0,19.3,10,24,15
1666620000,24.1,0.0,17.0,10,24,16
1666623600,23.9,0.0,13.8,10,24,17
1666627200,23.1,0.0,10.0,10,24,18
1666630800,21.9,0.0,9.8,10,24,19
1666634400,20.6,0.0,9.1,10,24,20
1666638000,20.0,0.0,9.1,10,24,21
1666641600,19.1,0.0,8.4,10,24,22
1666645200,18.3,0.0,6.7,10,24,23
1666648800,17.6,0.0,6.4,10,25,0
1666652400,17.0,0.0,5.2,10,25,1
1666656000,16.4,0.0,5.1,10,25,2
1666659600,15.8,0.0,5.1,10,25,3
1666663200,15.3,0.0,5.3,10,25,4
1666666800,14.9,0.0,4.3,10,25,5
1666670400,14.7,0.0,3.4,10,25,6
1666674000,14.6,0.0,4.8,10,25,7
1666677600,14.5,0.0,5.2,10,25,8
1666681200,15.2,0.0,6.8,10,25,9
1666684800,18.6,0.0,6.6,10,25,10
1666688400,21.2,0.0,4.5,10,25,11
1666692000,22.5,0.0,2.8,10,25,12
1666695600,23.0,0.0,6.8,10,25,13
1666699200,23.2,0.0,9.3,10,25,14
1666702800,23.3,0.0,10.0,10,25,15
1666706400,23.2,0.0,7.8,10,25,16
1666710000,22.8,0.0,8.8,10,25,17
1666713600,22.1,0.0,9.6,10,25,18
1666717200,20.8,0.0,7.7,10,25,19
1666720800,19.9,0.0,5.6,10,25,20
1666724400,19.6,0.0,7.1,10,25,21
1666728000,18.7,0.0,6.4,10,25,22
1666731600,18.0,0.0,5.8,10,25,23
1666735200,17.5,0.0,8.4,10,26,0
1666738800,16.3,0.0,8.9,10,26,1
1666742400,16.2,0.0,7.2,10,26,2
1666746000,16.2,0.0,6.3,10,26,3
1666749600,15.8,0.0,7.1,10,26,4
1666753200,15.6,0.0,6.9,10,26,5
1666756800,15.5,0.0,7.5,10,26,6
