V1,num_bikes_available,num_bikes_available_types.mechanical,num_bikes_available_types.ebike,num_docks_available,last_reported
,18.0,13.0,5.0,9.0,1694473655.0
,18.0,13.0,5.0,9.0,1694473920.0
,18.0,13.0,5.0,9.0,1694474182.0
,18.0,13.0,5.0,9.0,1694474443.0
,18.0,13.0,5.0,9.0,1694474708.0
,18.0,13.0,5.0,9.0,1694474972.0
,18.0,13.0,5.0,9.0,1694475233.0
,18.0,13.0,5.0,9.0,1694475763.0
,18.0,13.0,5.0,9.0,1694476026.0
,18.0,13.0,5.0,9.0,1694476286.0
,18.0,13.0,5.0,9.0,1694476552.0
,18.0,13.0,5.0,9.0,1694476812.0
,18.0,13.0,5.0,9.0,1694477074.0
,18.0,13.0,5.0,9.0,1694477597.0
,18.0,13.0,5.0,9.0,1694477864.0
,18.0,13.0,5.0,9.0,1694478125.0
,18.0,13.0,5.0,9.0,1694478389.0
,18.0,13.0,5.0,9.0,1694478652.0
,18.0,13.0,5.0,9.0,1694478916.0
,18.0,13.0,5.0,9.0,1694479182.0
,18.0,13.0,5.0,9.0,1694479712.0
,18.0,13.0,5.0,9.0,1694479977.0
,18.0,13.0,5.0,9.0,1694480239.0
,18.0,13.0,5.0,9.0,1694480500.0
,18.0,13.0,5.0,9.0,1694480767.0
,18.0,13.0,5.0,9.0,1694481029.0
,18.0,13.0,5.0,9.0,1694481559.0
,18.0,13.0,5.0,9.0,1694481559.0
,18.0,13.0,5.0,9.0,1694482089.0
,18.0,13.0,5.0,9.0,1694482354.0
,18.0,13.0,5.0,9.0,1694482614.0
,18.0,13.0,5.0,9.0,1694482883.0
,18.0,13.0,5.0,9.0,1694483143.0
,18.0,13.0,5.0,9.0,1694483407.0
,18.0,13.0,5.0,9.0,1694483671.0
,18.0,13.0,5.0,9.0,1694483935.0
,18.0,13.0,5.0,9.0,1694484468.0
,18.0,13.0,5.0,9.0,1694484730.0
,18.0,13.0,5.0,9.0,1694484996.0
,18.0,13.0,5.0,9.0,1694485259.0
,18.0,13.0,5.0,9.0,1694485785.0
,18.0,13.0,5.0,9.0,1694485785.0
,18.0,13.0,5.0,9.0,1694486050.0
,18.0,13.0,5.0,9.0,1694486578.0
,18.0,13.0,5.0,9.0,1694486843.0
,18.0,13.0,5.0,9.0,1694487108.0
,18.0,13.0,5.0,9.0,1694487371.0
,18.0,13.0,5.0,9.0,1694487636.0
,18.0,13.0,5.0,9.0,1694487901.0
,18.0,13.0,5.0,9.0,1694488166.0
,18.0,13.0,5.0,9.0,1694488430.0
,18.0,13.0,5.0,9.0,1694488958.0
,18.0,13.0,5.0,9.0,1694489222.0
,18.0,13.0,5.0,9.0,1694489485.0
,18.0,13.0,5.0,9.0,1694489749.0
,18.0,13.0,5.0,9.0,1694490010.0
,18.0,13.0,5.0,9.0,1694490533.0
,18.0,13.0,5.0,9.0,1694490799.0
,18.0,13.0,5.0,9.0,1694491063.0
,18.0,13.0,5.0,9.0,1694491330.0
,18.0,13.0,5.0,9.0,1694491590.0
,18.0,13.0,5.0,9.0,1694491853.0
,18.0,13.0,5.0,9.0,1694492382.0
,18.0,13.0,5.0,9.0,1694492382.0
,18.0,13.0,5.0,9.0,1694492646.0
,18.0,13.0,5.0,9.0,1694493169.0
,18.0,13.0,5.0,9.0,1694493434.0
,18.0,13.0,5.0,9.0,1694493698.0
,18.0,13.0,5.0,9.0,1694493960.0
,18.0,13.0,5.0,9.0,1694494226.0
,19.0,13.0,6.0,8.0,1694494493.0
,19.0,13.0,6.0,8.0,1694494795.0
,19.0,13.0,6.0,8.0,1694495314.0
,19.0,13.0,6.0,8.0,1694495574.0
,19.0,13.0,6.0,8.0,1694495831.0
,20.0,13.0,7.0,7.0,1694496090.0
,20.0,13.0,7.0,7.0,1694496349.0
,20.0,13.0,7.0,7.0,1694496649.0
,21.0,13.0,8.0,6.0,1694496916.0
,22.0,13.0,9.0,5.0,1694497179.0
,22.0,13.0,9.0,5.0,1694497446.0
,25.0,13.0,12.0,2.0,1694497975.0
,27.0,13.0,14.0,0.0,1694498241.0
,27.0,13.0,14.0,0.0,1694498505.0
,26.0,13.0,13.0,1.0,1694498798.0
,25.0,13.0,12.0,2.0,1694499062.0
,25.0,13.0,12.0,2.0,1694499326.0
,27.0,14.0,13.0,0.0,1694499590.0
,26.0,14.0,12.0,1.0,1694500113.0
,25.0,14.0,11.0,2.0,1694500379.0
,25.0,14.0,11.0,2.0,1694500643.0
,26.0,14.0,12.0,1.0,1694500910.0
,26.0,14.0,12.0,1.0,1694501172.0
,26.0,14.0,12.0,1.0,1694501433.0
,27.0,14.0,13.0,0.0,1694501961.0
,27.0,14.0,13.0,0.0,1694501961.0
,27.0,14.0,13.0,0.0,1694502491.0
,26.0,14.0,12.0,1.0,1694502752.0
,27.0,14.0,13.0,0.0,1694503017.0
,27.0,14.0,13.0,0.0,1694503277.0
,27.0,14.0,13.0,0.0,1694503542.0
,27.0,14.0,13.0,0.0,1694503807.0
,27.0,14.0,13.0,0.0,1694504072.0
,27.0,14.0,13.0,0.0,1694504603.0
,27.0,14.0,13.0,0.0,1694504867.0
,27.0,14.0,13.0,0.0,1694505128.0
,27.0,14.0,13.0,0.0,1694505388.0
,27.0,14.0,13.0,0.0,1694505652.0
,27.0,14.0,13.0,0.0,1694505919.0
,27.0,14.0,13.0,0.0,1694506258.0
,27.0,14.0,13.0,0.0,1694506517.0
,27.0,14.0,13.0,0.0,1694506780.0
,27.0,14.0,13.0,0.0,1694507302.0
,26.0,14.0,12.0,1.0,1694507565.0
,25.0,14.0,11.0,2.0,1694507825.0
,23.0,14.0,9.0,4.0,1694508125.0
,24.0,14.0,10.0,3.0,1694508391.0
,26.0,16.0,10.0,1.0,1694508654.0
,27.0,16.0,11.0,0.0,1694508918.0
,27.0,16.0,11.0,0.0,1694509183.0
,25.0,15.0,10.0,1.0,1694509449.0
,25.0,16.0,9.0,2.0,1694509976.0
,26.0,16.0,10.0,1.0,1694510244.0
,25.0,15.0,10.0,2.0,1694510509.0
,24.0,14.0,10.0,3.0,1694510772.0
,20.0,13.0,7.0,7.0,1694511037.0
,18.0,13.0,5.0,9.0,1694511300.0
,19.0,13.0,6.0,8.0,1694511567.0
,20.0,13.0,7.0,7.0,1694512098.0
,20.0,12.0,8.0,6.0,1694512365.0
,22.0,13.0,9.0,4.0,1694512632.0
,24.0,12.0,12.0,2.0,1694512898.0
,23.0,10.0,13.0,3.0,1694513164.0
,23.0,10.0,13.0,3.0,1694513427.0
,23.0,10.0,13.0,3.0,1694513954.0
,22.0,10.0,12.0,4.0,1694513954.0
,21.0,9.0,12.0,4.0,1694514218.0
,19.0,10.0,9.0,7.0,1694514743.0
,17.0,10.0,7.0,9.0,1694515008.0
,19.0,10.0,9.0,7.0,1694515273.0
,19.0,10.0,9.0,7.0,1694515537.0
,19.0,10.0,9.0,7.0,1694515804.0
,18.0,10.0,8.0,8.0,1694516328.0
,18.0,10.0,8.0,8.0,1694516595.0
,13.0,10.0,3.0,12.0,1694516595.0
,13.0,10.0,3.0,12.0,1694517122.0
,12.0,9.0,3.0,13.0,1694517391.0
,12.0,9.0,3.0,13.0,1694517654.0
,11.0,9.0,2.0,14.0,1694517920.0
,10.0,8.0,2.0,15.0,1694518186.0
,9.0,7.0,2.0,17.0,1694518715.0
,9.0,7.0,2.0,17.0,1694518979.0
,9.0,6.0,3.0,16.0,1694519241.0
,7.0,4.0,3.0,18.0,1694519505.0
,7.0,2.0,5.0,16.0,1694519770.0
,3.0,0.0,3.0,19.0,1694520065.0
,0.0,0.0,0.0,22.0,1694520327.0
,1.0,0.0,1.0,21.0,1694520588.0
,3.0,0.0,3.0,19.0,1694521106.0
,5.0,0.0,5.0,18.0,1694521366.0
,6.0,0.0,6.0,18.0,1694521627.0
,8.0,0.0,8.0,17.0,1694521927.0
,8.0,0.0,8.0,17.0,1694522193.0
,8.0,0.0,8.0,17.0,1694522458.0
,7.0,0.0,7.0,18.0,1694522724.0
,8.0,0.0,8.0,17.0,1694522990.0
,9.0,0.0,9.0,16.0,1694523548.0
,8.0,0.0,8.0,18.0,1694523548.0
,4.0,0.0,4.0,22.0,1694524077.0
,1.0,0.0,1.0,25.0,1694524337.0
,0.0,0.0,0.0,26.0,1694524596.0
,0.0,0.0,0.0,26.0,1694524860.0
,0.0,0.0,0.0,26.0,1694525158.0
,0.0,0.0,0.0,26.0,1694525422.0
,4.0,0.0,4.0,22.0,1694525947.0
,4.0,0.0,4.0,22.0,1694525947.0
,5.0,0.0,5.0,21.0,1694526473.0
,5.0,0.0,5.0,21.0,1694526736.0
,1.0,0.0,1.0,25.0,1694526997.0
,3.0,0.0,3.0,23.0,1694527258.0
,2.0,0.0,2.0,24.0,1694527521.0
,2.0,0.0,2.0,25.0,1694527783.0
,2.0,0.0,2.0,25.0,1694528046.0
,1.0,0.0,1.0,26.0,1694528573.0
,1.0,0.0,1.0,26.0,1694528838.0
,0.0,0.0,0.0,27.0,1694529099.0
,0.0,0.0,0.0,27.0,1694529363.0
,1.0,0.0,1.0,26.0,1694529625.0
,2.0,0.0,2.0,25.0,1694529884.0
,4.0,0.0,4.0,23.0,1694530199.0
,4.0,0.0,4.0,23.0,1694530459.0
,3.0,0.0,3.0,24.0,1694530981.0
,0.0,0.0,0.0,27.0,1694531240.0
,0.0,0.0,0.0,27.0,1694531500.0
,0.0,0.0,0.0,27.0,1694531765.0
,0.0,0.0,0.0,27.0,1694532065.0
,0.0,0.0,0.0,27.0,1694532329.0
,0.0,0.0,0.0,27.0,1694532591.0
,0.0,0.0,0.0,27.0,1694532855.0
,1.0,0.0,1.0,26.0,1694533379.0
,1.0,0.0,1.0,26.0,1694533379.0
,0.0,0.0,0.0,27.0,1694533908.0
,3.0,0.0,3.0,24.0,1694534207.0
,2.0,0.0,2.0,25.0,1694534467.0
,0.0,0.0,0.0,27.0,1694534727.0
,0.0,0.0,0.0,27.0,1694534989.0
,0.0,0.0,0.0,27.0,1694535514.0
,0.0,0.0,0.0,27.0,1694535514.0
,0.0,0.0,0.0,27.0,1694535514.0
,1.0,0.0,1.0,26.0,1694536373.0
,0.0,0.0,0.0,27.0,1694536636.0
,0.0,0.0,0.0,27.0,1694536901.0
,0.0,0.0,0.0,27.0,1694537161.0
,1.0,0.0,1.0,26.0,1694537423.0
,0.0,0.0,0.0,27.0,1694537946.0
,0.0,0.0,0.0,27.0,1694537946.0
,1.0,0.0,1.0,26.0,1694538213.0
,0.0,0.0,0.0,27.0,1694538745.0
,0.0,0.0,0.0,27.0,1694539007.0
,0.0,0.0,0.0,27.0,1694539273.0
,0.0,0.0,0.0,27.0,1694539539.0
,0.0,0.0,0.0,27.0,1694539805.0
,0.0,0.0,0.0,27.0,1694540070.0
,0.0,0.0,0.0,27.0,1694540599.0
,0.0,0.0,0.0,27.0,1694540864.0
,0.0,0.0,0.0,27.0,1694541130.0
,0.0,0.0,0.0,27.0,1694541393.0
,1.0,0.0,1.0,26.0,1694541658.0
,1.0,0.0,1.0,25.0,1694541921.0
,0.0,0.0,0.0,26.0,1694542186.0
,0.0,0.0,0.0,26.0,1694542448.0
,0.0,0.0,0.0,26.0,1694542980.0
,0.0,0.0,0.0,27.0,1694543247.0
,0.0,0.0,0.0,27.0,1694543512.0
,1.0,0.0,1.0,26.0,1694543776.0
,0.0,0.0,0.0,27.0,1694544043.0
,0.0,0.0,0.0,27.0,1694544305.0
,0.0,0.0,0.0,27.0,1694544568.0
,0.0,0.0,0.0,27.0,1694545093.0
,0.0,0.0,0.0,27.0,1694545355.0
,0.0,0.0,0.0,27.0,1694545622.0
,0.0,0.0,0.0,27.0,1694545887.0
,1.0,0.0,1.0,26.0,1694546154.0
,0.0,0.0,0.0,27.0,1694546418.0
,0.0,0.0,0.0,27.0,1694546947.0
,0.0,0.0,0.0,27.0,1694546947.0
,0.0,0.0,0.0,27.0,1694547214.0
,0.0,0.0,0.0,27.0,1694547743.0
,0.0,0.0,0.0,27.0,1694548008.0
,0.0,0.0,0.0,27.0,1694548275.0
,0.0,0.0,0.0,27.0,1694548541.0
,1.0,0.0,1.0,26.0,1694548806.0
,1.0,0.0,1.0,26.0,1694549338.0
,1.0,0.0,1.0,26.0,1694549338.0
,1.0,0.0,1.0,26.0,1694549863.0
,1.0,0.0,1.0,26.0,1694550128.0
,2.0,0.0,2.0,25.0,1694550394.0
,3.0,0.0,3.0,24.0,1694550660.0
,5.0,0.0,5.0,22.0,1694550924.0
,5.0,0.0,5.0,21.0,1694551188.0
,5.0,0.0,5.0,21.0,1694551451.0
,3.0,0.0,3.0,22.0,1694551979.0
,3.0,0.0,3.0,23.0,1694551979.0
,4.0,0.0,4.0,23.0,1694552508.0
,4.0,0.0,4.0,23.0,1694552769.0
,5.0,0.0,5.0,22.0,1694553036.0
,5.0,0.0,5.0,22.0,1694553300.0
,5.0,0.0,5.0,22.0,1694553564.0
,5.0,0.0,5.0,22.0,1694553828.0
,5.0,0.0,5.0,22.0,1694554356.0
,5.0,0.0,5.0,22.0,1694554622.0
,5.0,0.0,5.0,22.0,1694554886.0
,5.0,0.0,5.0,22.0,1694555149.0
,5.0,0.0,5.0,22.0,1694555411.0
,5.0,0.0,5.0,22.0,1694555675.0
,5.0,0.0,5.0,22.0,1694556209.0
,5.0,0.0,5.0,22.0,1694556469.0
,4.0,0.0,4.0,23.0,1694556730.0
,4.0,0.0,4.0,23.0,1694556992.0
,3.0,0.0,3.0,24.0,1694557259.0
,3.0,0.0,3.0,24.0,1694557522.0
,3.0,0.0,3.0,24.0,1694557789.0
,2.0,0.0,2.0,25.0,1694558052.0
,2.0,0.0,2.0,24.0,1694558583.0
,2.0,0.0,2.0,24.0,1694558850.0
,2.0,0.0,2.0,24.0,1694559114.0
,3.0,0.0,3.0,24.0,1694559378.0
,3.0,0.0,3.0,24.0,1694559642.0
,3.0,0.0,3.0,24.0,1694559910.0
,3.0,0.0,3.0,24.0,1694560176.0
,3.0,0.0,3.0,24.0,1694560442.0
,3.0,0.0,3.0,24.0,1694560972.0
,3.0,0.0,3.0,24.0,1694561237.0
,3.0,0.0,3.0,24.0,1694561501.0
,3.0,0.0,3.0,24.0,1694561767.0
,3.0,0.0,3.0,24.0,1694562028.0
,3.0,0.0,3.0,24.0,1694562295.0
,3.0,0.0,3.0,24.0,1694562561.0
,3.0,0.0,3.0,24.0,1694563090.0
,3.0,0.0,3.0,24.0,1694563355.0
,3.0,0.0,3.0,24.0,1694563619.0
,3.0,0.0,3.0,24.0,1694563885.0
,3.0,0.0,3.0,24.0,1694564149.0
,3.0,0.0,3.0,24.0,1694564413.0
,3.0,0.0,3.0,24.0,1694564942.0
,3.0,0.0,3.0,24.0,1694565208.0
,3.0,0.0,3.0,24.0,1694565208.0
,2.0,0.0,2.0,25.0,1694565739.0
,2.0,0.0,2.0,25.0,1694566003.0
,2.0,0.0,2.0,25.0,1694566267.0
,2.0,0.0,2.0,25.0,1694566533.0
,2.0,0.0,2.0,25.0,1694566795.0
,2.0,0.0,2.0,25.0,1694567059.0
,2.0,0.0,2.0,25.0,1694567589.0
,2.0,0.0,2.0,25.0,1694567589.0
,2.0,0.0,2.0,25.0,1694568118.0
,2.0,0.0,2.0,25.0,1694568382.0
,2.0,0.0,2.0,25.0,1694568648.0
,2.0,0.0,2.0,25.0,1694568911.0
,2.0,0.0,2.0,25.0,1694569434.0
,2.0,0.0,2.0,25.0,1694569698.0
,2.0,0.0,2.0,25.0,1694569963.0
,2.0,0.0,2.0,25.0,1694570230.0
,2.0,0.0,2.0,25.0,1694570496.0
,2.0,0.0,2.0,25.0,1694570765.0
,2.0,0.0,2.0,25.0,1694571031.0
,2.0,0.0,2.0,25.0,1694571559.0
,2.0,0.0,2.0,25.0,1694571559.0
,2.0,0.0,2.0,25.0,1694572115.0
,2.0,0.0,2.0,25.0,1694572373.0
,2.0,0.0,2.0,25.0,1694572637.0
,2.0,0.0,2.0,25.0,1694572898.0
,2.0,0.0,2.0,25.0,1694573157.0
,2.0,0.0,2.0,25.0,1694573423.0
,2.0,0.0,2.0,25.0,1694573723.0
,2.0,0.0,2.0,25.0,1694573986.0
,2.0,0.0,2.0,25.0,1694574518.0
,2.0,0.0,2.0,25.0,1694574780.0
,2.0,0.0,2.0,25.0,1694575048.0
,2.0,0.0,2.0,25.0,1694575317.0
,2.0,0.0,2.0,25.0,1694575583.0
,2.0,0.0,2.0,25.0,1694575847.0
,2.0,0.0,2.0,25.0,1694576113.0
,2.0,0.0,2.0,25.0,1694576379.0
,2.0,0.0,2.0,25.0,1694576643.0
,2.0,0.0,2.0,25.0,1694577167.0
,2.0,0.0,2.0,25.0,1694577430.0
,2.0,0.0,2.0,25.0,1694577697.0
,2.0,0.0,2.0,25.0,1694577964.0
,2.0,0.0,2.0,25.0,1694578228.0
,2.0,0.0,2.0,25.0,1694578493.0
,2.0,0.0,2.0,25.0,1694578794.0
,2.0,0.0,2.0,25.0,1694579315.0
,2.0,0.0,2.0,25.0,1694579575.0
,2.0,0.0,2.0,25.0,1694579838.0
,2.0,0.0,2.0,25.0,1694580097.0
,2.0,0.0,2.0,25.0,1694580357.0
,2.0,0.0,2.0,25.0,1694580658.0
,2.0,0.0,2.0,25.0,1694580923.0
,2.0,0.0,2.0,25.0,1694581190.0
,2.0,0.0,2.0,25.0,1694581457.0
,2.0,0.0,2.0,25.0,1694581989.0
,2.0,0.0,2.0,25.0,1694581989.0
,2.0,0.0,2.0,25.0,1694582523.0
,2.0,0.0,2.0,25.0,1694582789.0
,2.0,0.0,2.0,25.0,1694583056.0
,4.0,0.0,4.0,23.0,1694583322.0
,6.0,0.0,6.0,21.0,1694583585.0
,15.0,0.0,15.0,12.0,1694584112.0
,17.0,0.0,17.0,10.0,1694584379.0
,26.0,0.0,26.0,1.0,1694584643.0
,26.0,0.0,26.0,0.0,1694584907.0
,26.0,0.0,26.0,0.0,1694585175.0
,27.0,0.0,27.0,0.0,1694585440.0
,27.0,0.0,27.0,0.0,1694585707.0
,27.0,0.0,27.0,0.0,1694585968.0
,27.0,0.0,27.0,0.0,1694586230.0
,23.0,0.0,23.0,4.0,1694586756.0
,13.0,0.0,13.0,14.0,1694587017.0
,12.0,0.0,12.0,15.0,1694587283.0
,14.0,0.0,14.0,13.0,1694587549.0
,17.0,0.0,17.0,10.0,1694587818.0
,20.0,0.0,20.0,7.0,1694588347.0
,20.0,0.0,20.0,7.0,1694588347.0
,22.0,0.0,22.0,5.0,1694588887.0
,26.0,2.0,24.0,1.0,1694589150.0
,25.0,2.0,23.0,1.0,1694589416.0
,24.0,2.0,22.0,2.0,1694589678.0
,24.0,2.0,22.0,2.0,1694589940.0
,26.0,2.0,24.0,0.0,1694590205.0
,26.0,2.0,24.0,0.0,1694590471.0
,26.0,2.0,24.0,0.0,1694590996.0
,26.0,2.0,24.0,0.0,1694591260.0
,25.0,2.0,23.0,1.0,1694591521.0
,24.0,1.0,23.0,2.0,1694591783.0
,24.0,1.0,23.0,2.0,1694592050.0
,24.0,1.0,23.0,2.0,1694592315.0
,24.0,1.0,23.0,2.0,1694592583.0
,25.0,1.0,24.0,1.0,1694592847.0
,25.0,1.0,24.0,1.0,1694593371.0
,25.0,1.0,24.0,1.0,1694593637.0
,26.0,0.0,26.0,1.0,1694593902.0
,26.0,0.0,26.0,1.0,1694594166.0
,26.0,0.0,26.0,1.0,1694594431.0
,26.0,0.0,26.0,1.0,1694594958.0
,26.0,0.0,26.0,1.0,1694594958.0
,26.0,0.0,26.0,1.0,1694595226.0
,25.0,0.0,25.0,2.0,1694595759.0
,25.0,0.0,25.0,2.0,1694596024.0
,23.0,0.0,23.0,4.0,1694596292.0
,22.0,0.0,22.0,5.0,1694596558.0
,22.0,0.0,22.0,5.0,1694596822.0
,21.0,0.0,21.0,6.0,1694597356.0
,17.0,0.0,17.0,10.0,1694597356.0
,20.0,0.0,20.0,7.0,1694597887.0
,18.0,0.0,18.0,9.0,1694598149.0
,17.0,0.0,17.0,10.0,1694598414.0
,17.0,0.0,17.0,10.0,1694598679.0
,16.0,0.0,16.0,11.0,1694598944.0
,7.0,0.0,7.0,20.0,1694599206.0
,4.0,0.0,4.0,23.0,1694599473.0
,1.0,0.0,1.0,26.0,1694600001.0
,1.0,0.0,1.0,26.0,1694600001.0
,1.0,0.0,1.0,26.0,1694600531.0
,1.0,0.0,1.0,26.0,1694600797.0
,1.0,0.0,1.0,26.0,1694601063.0
,1.0,0.0,1.0,26.0,1694601329.0
,11.0,2.0,9.0,15.0,1694601596.0
,12.0,2.0,10.0,15.0,1694602129.0
,12.0,2.0,10.0,14.0,1694602393.0
,11.0,0.0,11.0,14.0,1694602654.0
,10.0,0.0,10.0,15.0,1694602920.0
,7.0,0.0,7.0,19.0,1694603185.0
,4.0,0.0,4.0,22.0,1694603448.0
,2.0,0.0,2.0,24.0,1694603714.0
,1.0,0.0,1.0,25.0,1694603978.0
,1.0,0.0,1.0,25.0,1694604245.0
,1.0,0.0,1.0,25.0,1694604779.0
,1.0,0.0,1.0,25.0,1694605045.0
,1.0,0.0,1.0,25.0,1694605313.0
,3.0,1.0,2.0,23.0,1694605580.0
,5.0,1.0,4.0,21.0,1694605851.0
,5.0,0.0,5.0,21.0,1694606115.0
,6.0,0.0,6.0,19.0,1694606379.0
,2.0,0.0,2.0,24.0,1694606909.0
,1.0,0.0,1.0,25.0,1694607174.0
,1.0,0.0,1.0,25.0,1694607441.0
,1.0,0.0,1.0,25.0,1694607707.0
,1.0,0.0,1.0,25.0,1694607973.0
,1.0,0.0,1.0,25.0,1694608239.0
,3.0,0.0,3.0,23.0,1694608767.0
,5.0,0.0,5.0,21.0,1694608767.0
,5.0,0.0,5.0,21.0,1694609300.0
,0.0,0.0,0.0,26.0,1694609564.0
,2.0,0.0,2.0,24.0,1694609828.0
,3.0,0.0,3.0,23.0,1694610097.0
,4.0,0.0,4.0,22.0,1694610363.0
,4.0,0.0,4.0,22.0,1694610631.0
,3.0,0.0,3.0,23.0,1694611164.0
,2.0,0.0,2.0,24.0,1694611164.0
,2.0,0.0,2.0,24.0,1694611434.0
,3.0,0.0,3.0,23.0,1694611970.0
,3.0,0.0,3.0,23.0,1694612234.0
,2.0,0.0,2.0,24.0,1694612496.0
,2.0,0.0,2.0,24.0,1694612762.0
,1.0,0.0,1.0,25.0,1694613024.0
,0.0,0.0,0.0,26.0,1694613553.0
,0.0,0.0,0.0,26.0,1694613553.0
,0.0,0.0,0.0,26.0,1694613819.0
,0.0,0.0,0.0,26.0,1694614346.0
,0.0,0.0,0.0,26.0,1694614607.0
,0.0,0.0,0.0,26.0,1694614873.0
,0.0,0.0,0.0,26.0,1694615140.0
,0.0,0.0,0.0,26.0,1694615404.0
,0.0,0.0,0.0,26.0,1694615671.0
,1.0,0.0,1.0,25.0,1694616199.0
,0.0,0.0,0.0,26.0,1694616465.0
,1.0,0.0,1.0,25.0,1694616730.0
,0.0,0.0,0.0,26.0,1694616996.0
,0.0,0.0,0.0,26.0,1694617263.0
,0.0,0.0,0.0,26.0,1694617531.0
,0.0,0.0,0.0,26.0,1694617796.0
,0.0,0.0,0.0,26.0,1694618336.0
,0.0,0.0,0.0,26.0,1694618602.0
,0.0,0.0,0.0,26.0,1694618602.0
,0.0,0.0,0.0,26.0,1694619133.0
,1.0,0.0,1.0,25.0,1694619400.0
,1.0,0.0,1.0,25.0,1694619662.0
,0.0,0.0,0.0,26.0,1694619924.0
,0.0,0.0,0.0,26.0,1694620186.0
,2.0,0.0,2.0,24.0,1694620452.0
,2.0,0.0,2.0,24.0,1694620978.0
,0.0,0.0,0.0,26.0,1694621243.0
,0.0,0.0,0.0,26.0,1694621512.0
,1.0,0.0,1.0,25.0,1694621779.0
,1.0,0.0,1.0,25.0,1694622044.0
,1.0,0.0,1.0,25.0,1694622312.0
,0.0,0.0,0.0,26.0,1694622582.0
,0.0,0.0,0.0,26.0,1694622849.0
,0.0,0.0,0.0,26.0,1694623374.0
,0.0,0.0,0.0,26.0,1694623635.0
,0.0,0.0,0.0,26.0,1694623903.0
,0.0,0.0,0.0,25.0,1694624171.0
,1.0,0.0,1.0,24.0,1694624437.0
,0.0,0.0,0.0,25.0,1694624700.0
,0.0,0.0,0.0,25.0,1694624963.0
,0.0,0.0,0.0,25.0,1694625496.0
,0.0,0.0,0.0,24.0,1694625758.0
,0.0,0.0,0.0,24.0,1694626018.0
,1.0,0.0,1.0,23.0,1694626282.0
,0.0,0.0,0.0,24.0,1694626546.0
,1.0,0.0,1.0,23.0,1694626813.0
,0.0,0.0,0.0,25.0,1694627338.0
,0.0,0.0,0.0,25.0,1694627605.0
,0.0,0.0,0.0,25.0,1694627605.0
,0.0,0.0,0.0,25.0,1694628136.0
,0.0,0.0,0.0,25.0,1694628405.0
,0.0,0.0,0.0,25.0,1694628672.0
,1.0,0.0,1.0,25.0,1694628938.0
,1.0,0.0,1.0,25.0,1694629207.0
,1.0,0.0,1.0,25.0,1694629475.0
,0.0,0.0,0.0,25.0,1694630007.0
,1.0,0.0,1.0,24.0,1694630272.0
,1.0,0.0,1.0,24.0,1694630533.0
,1.0,0.0,1.0,24.0,1694630798.0
,0.0,0.0,0.0,25.0,1694631062.0
,0.0,0.0,0.0,25.0,1694631328.0
,0.0,0.0,0.0,25.0,1694631590.0
,0.0,0.0,0.0,25.0,1694632120.0
,6.0,6.0,0.0,19.0,1694632384.0
,6.0,6.0,0.0,18.0,1694632646.0
,8.0,7.0,1.0,16.0,1694632911.0
,10.0,7.0,3.0,14.0,1694633175.0
,13.0,7.0,6.0,13.0,1694633439.0
,13.0,7.0,6.0,12.0,1694633705.0
,13.0,7.0,6.0,12.0,1694633967.0
,13.0,7.0,6.0,12.0,1694634232.0
,12.0,6.0,6.0,13.0,1694634761.0
,10.0,4.0,6.0,12.0,1694635024.0
,8.0,4.0,4.0,15.0,1694635287.0
,8.0,5.0,3.0,16.0,1694635550.0
,9.0,4.0,5.0,14.0,1694635815.0
,9.0,5.0,4.0,15.0,1694636076.0
,5.0,3.0,2.0,18.0,1694636605.0
,5.0,4.0,1.0,19.0,1694636871.0
,5.0,4.0,1.0,19.0,1694637136.0
,5.0,4.0,1.0,19.0,1694637402.0
,3.0,3.0,0.0,20.0,1694637667.0
,3.0,3.0,0.0,21.0,1694637934.0
,2.0,2.0,0.0,21.0,1694638201.0
,1.0,1.0,0.0,23.0,1694638735.0
,1.0,1.0,0.0,23.0,1694638999.0
,0.0,0.0,0.0,24.0,1694638999.0
,1.0,0.0,1.0,23.0,1694639532.0
,0.0,0.0,0.0,24.0,1694639796.0
,0.0,0.0,0.0,24.0,1694640062.0
,0.0,0.0,0.0,24.0,1694640330.0
,0.0,0.0,0.0,24.0,1694640595.0
,0.0,0.0,0.0,24.0,1694640860.0
,0.0,0.0,0.0,24.0,1694641388.0
,0.0,0.0,0.0,24.0,1694641654.0
,0.0,0.0,0.0,24.0,1694641919.0
,0.0,0.0,0.0,24.0,1694642185.0
,0.0,0.0,0.0,24.0,1694642450.0
,0.0,0.0,0.0,24.0,1694642714.0
,0.0,0.0,0.0,24.0,1694642978.0
,0.0,0.0,0.0,24.0,1694643510.0
,1.0,0.0,1.0,24.0,1694643776.0
,1.0,0.0,1.0,24.0,1694644039.0
,1.0,0.0,1.0,24.0,1694644305.0
,1.0,0.0,1.0,24.0,1694644569.0
,1.0,0.0,1.0,24.0,1694644831.0
,1.0,0.0,1.0,24.0,1694645097.0
,1.0,0.0,1.0,24.0,1694645364.0
,1.0,0.0,1.0,24.0,1694645890.0
,1.0,0.0,1.0,24.0,1694646155.0
,1.0,0.0,1.0,24.0,1694646423.0
,1.0,0.0,1.0,24.0,1694646690.0
,1.0,0.0,1.0,24.0,1694646956.0
,1.0,0.0,1.0,24.0,1694647223.0
,1.0,0.0,1.0,24.0,1694647486.0
