num_bikes_available,num_bikes_available_types.mechanical,num_bikes_available_types.ebike,num_docks_available,last_reported,V1
12.0,7.0,5.0,15.0,1691282412.0,
12.0,7.0,5.0,15.0,1691282673.0,
12.0,7.0,5.0,15.0,1691283198.0,
12.0,7.0,5.0,15.0,1691283198.0,
12.0,7.0,5.0,15.0,1691283726.0,
12.0,7.0,5.0,15.0,1691283991.0,
12.0,7.0,5.0,15.0,1691284253.0,
12.0,7.0,5.0,15.0,1691284784.0,
12.0,7.0,5.0,15.0,1691284784.0,
12.0,7.0,5.0,15.0,1691285310.0,
12.0,7.0,5.0,15.0,1691285572.0,
12.0,7.0,5.0,15.0,1691285836.0,
12.0,7.0,5.0,15.0,1691286097.0,
12.0,7.0,5.0,15.0,1691286363.0,
12.0,7.0,5.0,15.0,1691286623.0,
12.0,7.0,5.0,15.0,1691287144.0,
13.0,7.0,6.0,14.0,1691287406.0,
13.0,7.0,6.0,14.0,1691287670.0,
13.0,7.0,6.0,14.0,1691287930.0,
13.0,7.0,6.0,14.0,1691288191.0,
13.0,7.0,6.0,14.0,1691288457.0,
13.0,7.0,6.0,14.0,1691288982.0,
13.0,7.0,6.0,14.0,1691288982.0,
13.0,7.0,6.0,14.0,1691289245.0,
13.0,7.0,6.0,14.0,1691289768.0,
13.0,7.0,6.0,14.0,1691290031.0,
13.0,7.0,6.0,14.0,1691290294.0,
13.0,7.0,6.0,14.0,1691290555.0,
13.0,7.0,6.0,14.0,1691290819.0,
13.0,7.0,6.0,14.0,1691291345.0,
13.0,7.0,6.0,14.0,1691291345.0,
13.0,7.0,6.0,14.0,1691291866.0,
13.0,7.0,6.0,14.0,1691292131.0,
13.0,7.0,6.0,14.0,1691292394.0,
13.0,7.0,6.0,14.0,1691292660.0,
13.0,7.0,6.0,14.0,1691293186.0,
13.0,7.0,6.0,14.0,1691293186.0,
13.0,7.0,6.0,14.0,1691293714.0,
13.0,7.0,6.0,14.0,1691293977.0,
13.0,7.0,6.0,14.0,1691294241.0,
13.0,7.0,6.0,14.0,1691294503.0,
13.0,7.0,6.0,14.0,1691294766.0,
13.0,7.0,6.0,14.0,1691295027.0,
13.0,7.0,6.0,14.0,1691295289.0,
13.0,7.0,6.0,14.0,1691295814.0,
13.0,7.0,6.0,14.0,1691296076.0,
13.0,7.0,6.0,14.0,1691296336.0,
13.0,7.0,6.0,14.0,1691296595.0,
13.0,7.0,6.0,14.0,1691296861.0,
10.0,7.0,3.0,17.0,1691328181.0,
9.0,7.0,2.0,18.0,1691337401.0,
11.0,7.0,4.0,16.0,1691355949.0,
11.0,7.0,4.0,16.0,1691356213.0,
11.0,7.0,4.0,16.0,1691356748.0,
11.0,7.0,4.0,16.0,1691356748.0,
11.0,7.0,4.0,16.0,1691357278.0,
11.0,7.0,4.0,16.0,1691357544.0,
11.0,7.0,4.0,16.0,1691357808.0,
11.0,7.0,4.0,16.0,1691358072.0,
11.0,7.0,4.0,16.0,1691358339.0,
12.0,7.0,5.0,15.0,1691358605.0,
12.0,7.0,5.0,15.0,1691359135.0,
12.0,7.0,5.0,15.0,1691359400.0,
12.0,7.0,5.0,15.0,1691359663.0,
12.0,7.0,5.0,15.0,1691359931.0,
12.0,7.0,5.0,15.0,1691360193.0,
12.0,7.0,5.0,15.0,1691360461.0,
12.0,7.0,5.0,15.0,1691360727.0,
12.0,7.0,5.0,15.0,1691360992.0,
12.0,7.0,5.0,15.0,1691361522.0,
12.0,7.0,5.0,15.0,1691361787.0,
12.0,7.0,5.0,15.0,1691362057.0,
12.0,7.0,5.0,15.0,1691362324.0,
12.0,7.0,5.0,15.0,1691362586.0,
12.0,7.0,5.0,15.0,1691362849.0,
12.0,7.0,5.0,15.0,1691363113.0,
12.0,7.0,5.0,15.0,1691363379.0,
12.0,7.0,5.0,15.0,1691363640.0,
12.0,7.0,5.0,15.0,1691364174.0,
12.0,7.0,5.0,15.0,1691364438.0,
12.0,7.0,5.0,15.0,1691364705.0,
12.0,7.0,5.0,15.0,1691364972.0,
12.0,7.0,5.0,15.0,1691365232.0,
12.0,7.0,5.0,15.0,1691365491.0,
12.0,7.0,5.0,15.0,1691366019.0,
12.0,7.0,5.0,15.0,1691366019.0,
11.0,6.0,5.0,16.0,1691366548.0,
11.0,6.0,5.0,16.0,1691366811.0,
11.0,6.0,5.0,16.0,1691367075.0,
11.0,6.0,5.0,16.0,1691367340.0,
11.0,6.0,5.0,16.0,1691367603.0,
11.0,6.0,5.0,16.0,1691368134.0,
11.0,6.0,5.0,16.0,1691368400.0,
11.0,6.0,5.0,16.0,1691368665.0,
11.0,6.0,5.0,16.0,1691368931.0,
11.0,6.0,5.0,16.0,1691369192.0,
11.0,6.0,5.0,16.0,1691369455.0,
11.0,6.0,5.0,16.0,1691369987.0,
11.0,6.0,5.0,16.0,1691369987.0,
11.0,6.0,5.0,16.0,1691370518.0,
11.0,6.0,5.0,16.0,1691370783.0,
11.0,6.0,5.0,16.0,1691371049.0,
11.0,6.0,5.0,16.0,1691371318.0,
11.0,6.0,5.0,16.0,1691371583.0,
11.0,6.0,5.0,16.0,1691371849.0,
11.0,6.0,5.0,16.0,1691372115.0,
11.0,6.0,5.0,16.0,1691372381.0,
11.0,6.0,5.0,16.0,1691372645.0,
11.0,6.0,5.0,16.0,1691373174.0,
11.0,6.0,5.0,16.0,1691373438.0,
11.0,6.0,5.0,16.0,1691373706.0,
11.0,6.0,5.0,16.0,1691373972.0,
11.0,6.0,5.0,16.0,1691374235.0,
11.0,6.0,5.0,16.0,1691374499.0,
11.0,6.0,5.0,16.0,1691374761.0,
11.0,6.0,5.0,16.0,1691375024.0,
11.0,6.0,5.0,16.0,1691375557.0,
11.0,6.0,5.0,16.0,1691375823.0,
11.0,6.0,5.0,16.0,1691376088.0,
11.0,6.0,5.0,16.0,1691376353.0,
11.0,6.0,5.0,16.0,1691376618.0,
11.0,6.0,5.0,16.0,1691376882.0,
11.0,6.0,5.0,16.0,1691377413.0,
11.0,6.0,5.0,16.0,1691377413.0,
11.0,6.0,5.0,16.0,1691377943.0,
11.0,6.0,5.0,16.0,1691378205.0,
11.0,6.0,5.0,16.0,1691378468.0,
11.0,6.0,5.0,16.0,1691378731.0,
11.0,6.0,5.0,16.0,1691378997.0,
11.0,6.0,5.0,16.0,1691379265.0,
11.0,6.0,5.0,16.0,1691379794.0,
11.0,6.0,5.0,16.0,1691379794.0,
11.0,6.0,5.0,16.0,1691380325.0,
11.0,6.0,5.0,16.0,1691380593.0,
11.0,6.0,5.0,16.0,1691380857.0,
11.0,6.0,5.0,16.0,1691381123.0,
11.0,6.0,5.0,16.0,1691381390.0,
11.0,6.0,5.0,16.0,1691381654.0,
11.0,6.0,5.0,16.0,1691382185.0,
11.0,6.0,5.0,16.0,1691382185.0,
11.0,6.0,5.0,16.0,1691382721.0,
11.0,6.0,5.0,16.0,1691382987.0,
11.0,6.0,5.0,16.0,1691383251.0,
11.0,6.0,5.0,16.0,1691383517.0,
11.0,6.0,5.0,16.0,1691383780.0,
11.0,6.0,5.0,16.0,1691384308.0,
11.0,6.0,5.0,16.0,1691384573.0,
11.0,6.0,5.0,16.0,1691384835.0,
11.0,6.0,5.0,16.0,1691385098.0,
11.0,6.0,5.0,16.0,1691385363.0,
11.0,6.0,5.0,16.0,1691385626.0,
11.0,6.0,5.0,16.0,1691386151.0,
11.0,6.0,5.0,16.0,1691386151.0,
11.0,6.0,5.0,16.0,1691386413.0,
11.0,6.0,5.0,16.0,1691386943.0,
11.0,6.0,5.0,16.0,1691387209.0,
11.0,6.0,5.0,16.0,1691387474.0,
11.0,6.0,5.0,16.0,1691387739.0,
11.0,6.0,5.0,16.0,1691388005.0,
12.0,6.0,6.0,15.0,1691388271.0,
12.0,6.0,6.0,15.0,1691388806.0,
12.0,6.0,6.0,15.0,1691388806.0,
12.0,6.0,6.0,15.0,1691389338.0,
11.0,5.0,6.0,15.0,1691389601.0,
11.0,6.0,5.0,16.0,1691389864.0,
12.0,6.0,6.0,15.0,1691390122.0,
12.0,6.0,6.0,15.0,1691390386.0,
12.0,6.0,6.0,15.0,1691390904.0,
13.0,6.0,7.0,14.0,1691391170.0,
13.0,6.0,7.0,14.0,1691391433.0,
13.0,6.0,7.0,14.0,1691391700.0,
13.0,6.0,7.0,14.0,1691391967.0,
14.0,6.0,8.0,13.0,1691392234.0,
14.0,6.0,8.0,13.0,1691392501.0,
14.0,6.0,8.0,13.0,1691392769.0,
14.0,6.0,8.0,13.0,1691393036.0,
14.0,6.0,8.0,13.0,1691393568.0,
14.0,6.0,8.0,13.0,1691393832.0,
14.0,6.0,8.0,13.0,1691394096.0,
14.0,6.0,8.0,13.0,1691394359.0,
14.0,6.0,8.0,13.0,1691394619.0,
14.0,6.0,8.0,13.0,1691394886.0,
16.0,6.0,10.0,11.0,1691395153.0,
16.0,6.0,10.0,11.0,1691395419.0,
16.0,6.0,10.0,11.0,1691395941.0,
16.0,6.0,10.0,11.0,1691396205.0,
17.0,6.0,11.0,10.0,1691396469.0,
17.0,6.0,11.0,10.0,1691396733.0,
16.0,6.0,10.0,11.0,1691396999.0,
16.0,6.0,10.0,11.0,1691397261.0,
16.0,6.0,10.0,11.0,1691397790.0,
17.0,6.0,11.0,10.0,1691398055.0,
17.0,6.0,11.0,10.0,1691398319.0,
17.0,6.0,11.0,10.0,1691398581.0,
17.0,6.0,11.0,10.0,1691398846.0,
18.0,6.0,12.0,9.0,1691399115.0,
18.0,6.0,12.0,9.0,1691399381.0,
18.0,6.0,12.0,9.0,1691399913.0,
18.0,6.0,12.0,9.0,1691400178.0,
19.0,6.0,13.0,8.0,1691400444.0,
19.0,6.0,13.0,8.0,1691400710.0,
19.0,6.0,13.0,8.0,1691400976.0,
20.0,7.0,13.0,7.0,1691401239.0,
20.0,7.0,13.0,7.0,1691401510.0,
20.0,7.0,13.0,7.0,1691401775.0,
20.0,7.0,13.0,7.0,1691402038.0,
20.0,7.0,13.0,7.0,1691402568.0,
19.0,7.0,12.0,8.0,1691402831.0,
18.0,7.0,11.0,9.0,1691403095.0,
18.0,7.0,11.0,9.0,1691403360.0,
18.0,7.0,11.0,9.0,1691403620.0,
18.0,7.0,11.0,9.0,1691403880.0,
17.0,7.0,10.0,10.0,1691404399.0,
17.0,7.0,10.0,10.0,1691404399.0,
17.0,7.0,10.0,10.0,1691404916.0,
17.0,7.0,10.0,10.0,1691405178.0,
17.0,7.0,10.0,10.0,1691405438.0,
18.0,7.0,11.0,9.0,1691405702.0,
18.0,7.0,11.0,9.0,1691405967.0,
18.0,7.0,11.0,9.0,1691406234.0,
17.0,7.0,10.0,10.0,1691406762.0,
18.0,7.0,11.0,9.0,1691407028.0,
18.0,7.0,11.0,9.0,1691407294.0,
18.0,7.0,11.0,9.0,1691407559.0,
17.0,7.0,10.0,10.0,1691407821.0,
16.0,7.0,9.0,11.0,1691408084.0,
15.0,7.0,8.0,12.0,1691408348.0,
15.0,7.0,8.0,12.0,1691408614.0,
15.0,7.0,8.0,12.0,1691409150.0,
15.0,7.0,8.0,12.0,1691409415.0,
15.0,7.0,8.0,12.0,1691409677.0,
15.0,7.0,8.0,12.0,1691409943.0,
15.0,7.0,8.0,12.0,1691410206.0,
14.0,6.0,8.0,13.0,1691410733.0,
13.0,5.0,8.0,14.0,1691410992.0,
12.0,5.0,7.0,15.0,1691411255.0,
12.0,5.0,7.0,15.0,1691411511.0,
12.0,5.0,7.0,15.0,1691411776.0,
12.0,5.0,7.0,15.0,1691412035.0,
12.0,5.0,7.0,15.0,1691412297.0,
12.0,5.0,7.0,15.0,1691412559.0,
12.0,5.0,7.0,15.0,1691412822.0,
12.0,5.0,7.0,15.0,1691413350.0,
12.0,5.0,7.0,15.0,1691413616.0,
12.0,5.0,7.0,15.0,1691413881.0,
12.0,5.0,7.0,15.0,1691414149.0,
12.0,5.0,7.0,15.0,1691414414.0,
12.0,5.0,7.0,15.0,1691414679.0,
12.0,5.0,7.0,15.0,1691414943.0,
11.0,4.0,7.0,16.0,1691415471.0,
10.0,4.0,6.0,17.0,1691415733.0,
10.0,4.0,6.0,17.0,1691415996.0,
10.0,4.0,6.0,17.0,1691416260.0,
10.0,4.0,6.0,17.0,1691416523.0,
10.0,4.0,6.0,17.0,1691416787.0,
10.0,4.0,6.0,17.0,1691417050.0,
10.0,4.0,6.0,17.0,1691417582.0,
10.0,4.0,6.0,17.0,1691417582.0,
10.0,4.0,6.0,17.0,1691418117.0,
10.0,4.0,6.0,17.0,1691418383.0,
10.0,4.0,6.0,17.0,1691418647.0,
11.0,4.0,7.0,16.0,1691418914.0,
10.0,4.0,6.0,17.0,1691419176.0,
10.0,4.0,6.0,17.0,1691419443.0,
10.0,4.0,6.0,17.0,1691419975.0,
10.0,4.0,6.0,17.0,1691420241.0,
9.0,3.0,6.0,18.0,1691420505.0,
10.0,3.0,7.0,17.0,1691420769.0,
10.0,3.0,7.0,17.0,1691421034.0,
10.0,3.0,7.0,17.0,1691421564.0,
10.0,3.0,7.0,17.0,1691421564.0,
10.0,3.0,7.0,17.0,1691422088.0,
10.0,3.0,7.0,17.0,1691422355.0,
10.0,3.0,7.0,17.0,1691422620.0,
9.0,3.0,6.0,18.0,1691422884.0,
8.0,3.0,5.0,19.0,1691423151.0,
7.0,3.0,4.0,20.0,1691423412.0,
7.0,3.0,4.0,20.0,1691423678.0,
5.0,3.0,2.0,22.0,1691423943.0,
4.0,2.0,2.0,23.0,1691424473.0,
4.0,2.0,2.0,23.0,1691424736.0,
4.0,2.0,2.0,23.0,1691424999.0,
3.0,2.0,1.0,24.0,1691425265.0,
2.0,1.0,1.0,25.0,1691425531.0,
2.0,1.0,1.0,25.0,1691425799.0,
2.0,1.0,1.0,25.0,1691426063.0,
2.0,1.0,1.0,25.0,1691426593.0,
2.0,1.0,1.0,25.0,1691426593.0,
1.0,0.0,1.0,25.0,1691427122.0,
1.0,0.0,1.0,26.0,1691427388.0,
2.0,0.0,2.0,25.0,1691427655.0,
2.0,0.0,2.0,25.0,1691427920.0,
1.0,0.0,1.0,26.0,1691428186.0,
1.0,0.0,1.0,26.0,1691428451.0,
1.0,0.0,1.0,26.0,1691428981.0,
1.0,0.0,1.0,26.0,1691429250.0,
1.0,0.0,1.0,26.0,1691429515.0,
1.0,0.0,1.0,26.0,1691429778.0,
1.0,0.0,1.0,26.0,1691430043.0,
1.0,0.0,1.0,26.0,1691430306.0,
1.0,0.0,1.0,26.0,1691430571.0,
1.0,0.0,1.0,26.0,1691431097.0,
1.0,0.0,1.0,26.0,1691431361.0,
1.0,0.0,1.0,26.0,1691431623.0,
1.0,0.0,1.0,26.0,1691431887.0,
1.0,0.0,1.0,26.0,1691432148.0,
2.0,0.0,2.0,25.0,1691432410.0,
2.0,0.0,2.0,25.0,1691432674.0,
2.0,0.0,2.0,25.0,1691433198.0,
1.0,0.0,1.0,26.0,1691433461.0,
0.0,0.0,0.0,27.0,1691433721.0,
0.0,0.0,0.0,27.0,1691433988.0,
0.0,0.0,0.0,27.0,1691434251.0,
0.0,0.0,0.0,27.0,1691434516.0,
0.0,0.0,0.0,27.0,1691434780.0,
0.0,0.0,0.0,27.0,1691435305.0,
0.0,0.0,0.0,27.0,1691435569.0,
1.0,0.0,1.0,26.0,1691435832.0,
1.0,0.0,1.0,26.0,1691436096.0,
1.0,0.0,1.0,26.0,1691436362.0,
0.0,0.0,0.0,27.0,1691436626.0,
0.0,0.0,0.0,27.0,1691436889.0,
0.0,0.0,0.0,27.0,1691437153.0,
0.0,0.0,0.0,27.0,1691437683.0,
0.0,0.0,0.0,27.0,1691437947.0,
0.0,0.0,0.0,27.0,1691438213.0,
0.0,0.0,0.0,27.0,1691438473.0,
0.0,0.0,0.0,27.0,1691438737.0,
0.0,0.0,0.0,27.0,1691439002.0,
0.0,0.0,0.0,27.0,1691439268.0,
0.0,0.0,0.0,27.0,1691439798.0,
0.0,0.0,0.0,27.0,1691440061.0,
0.0,0.0,0.0,27.0,1691440329.0,
0.0,0.0,0.0,27.0,1691440593.0,
0.0,0.0,0.0,27.0,1691440856.0,
0.0,0.0,0.0,27.0,1691441157.0,
0.0,0.0,0.0,27.0,1691441420.0,
0.0,0.0,0.0,27.0,1691441942.0,
0.0,0.0,0.0,27.0,1691442204.0,
0.0,0.0,0.0,27.0,1691442470.0,
0.0,0.0,0.0,27.0,1691442729.0,
0.0,0.0,0.0,27.0,1691443030.0,
0.0,0.0,0.0,27.0,1691443295.0,
0.0,0.0,0.0,27.0,1691443555.0,
0.0,0.0,0.0,27.0,1691443816.0,
0.0,0.0,0.0,27.0,1691444331.0,
0.0,0.0,0.0,27.0,1691444590.0,
0.0,0.0,0.0,27.0,1691444849.0,
0.0,0.0,0.0,27.0,1691445108.0,
0.0,0.0,0.0,27.0,1691445369.0,
0.0,0.0,0.0,27.0,1691445630.0,
0.0,0.0,0.0,27.0,1691446144.0,
0.0,0.0,0.0,27.0,1691446403.0,
0.0,0.0,0.0,27.0,1691446665.0,
0.0,0.0,0.0,27.0,1691446924.0,
0.0,0.0,0.0,27.0,1691447183.0,
0.0,0.0,0.0,27.0,1691447442.0,
0.0,0.0,0.0,27.0,1691447703.0,
0.0,0.0,0.0,27.0,1691447966.0,
0.0,0.0,0.0,27.0,1691448232.0,
0.0,0.0,0.0,27.0,1691448758.0,
0.0,0.0,0.0,27.0,1691449017.0,
0.0,0.0,0.0,27.0,1691449279.0,
0.0,0.0,0.0,27.0,1691449538.0,
0.0,0.0,0.0,27.0,1691449805.0,
0.0,0.0,0.0,27.0,1691450330.0,
0.0,0.0,0.0,27.0,1691450590.0,
2.0,2.0,0.0,25.0,1691450852.0,
5.0,5.0,0.0,22.0,1691451115.0,
5.0,5.0,0.0,22.0,1691451374.0,
5.0,5.0,0.0,22.0,1691451634.0,
5.0,5.0,0.0,22.0,1691452151.0,
5.0,5.0,0.0,22.0,1691452151.0,
5.0,5.0,0.0,22.0,1691452670.0,
5.0,5.0,0.0,22.0,1691452932.0,
5.0,5.0,0.0,22.0,1691453200.0,
5.0,5.0,0.0,22.0,1691453463.0,
5.0,5.0,0.0,22.0,1691453728.0,
5.0,5.0,0.0,22.0,1691453990.0,
5.0,5.0,0.0,22.0,1691454521.0,
5.0,5.0,0.0,22.0,1691454786.0,
5.0,5.0,0.0,22.0,1691454786.0,
5.0,5.0,0.0,22.0,1691455318.0,
5.0,5.0,0.0,22.0,1691455581.0,
5.0,5.0,0.0,22.0,1691455849.0,
5.0,5.0,0.0,22.0,1691456115.0,
5.0,5.0,0.0,22.0,1691456377.0,
5.0,5.0,0.0,22.0,1691456899.0,
5.0,5.0,0.0,22.0,1691457160.0,
5.0,5.0,0.0,22.0,1691457421.0,
5.0,5.0,0.0,22.0,1691457680.0,
5.0,5.0,0.0,22.0,1691457945.0,
5.0,5.0,0.0,22.0,1691458208.0,
5.0,5.0,0.0,22.0,1691458472.0,
5.0,5.0,0.0,22.0,1691459001.0,
5.0,5.0,0.0,22.0,1691459265.0,
5.0,5.0,0.0,22.0,1691459531.0,
5.0,5.0,0.0,22.0,1691459795.0,
5.0,5.0,0.0,22.0,1691460057.0,
5.0,5.0,0.0,22.0,1691460322.0,
5.0,5.0,0.0,22.0,1691460589.0,
5.0,5.0,0.0,22.0,1691460854.0,
5.0,5.0,0.0,22.0,1691461383.0,
5.0,5.0,0.0,22.0,1691461383.0,
5.0,5.0,0.0,22.0,1691461915.0,
5.0,5.0,0.0,22.0,1691462177.0,
5.0,5.0,0.0,22.0,1691462442.0,
5.0,5.0,0.0,22.0,1691462707.0,
5.0,5.0,0.0,22.0,1691462973.0,
5.0,5.0,0.0,22.0,1691463502.0,
5.0,5.0,0.0,22.0,1691463762.0,
5.0,5.0,0.0,22.0,1691464024.0,
5.0,5.0,0.0,22.0,1691464288.0,
5.0,5.0,0.0,22.0,1691464555.0,
5.0,5.0,0.0,22.0,1691464820.0,
5.0,5.0,0.0,22.0,1691465084.0,
5.0,5.0,0.0,22.0,1691465349.0,
5.0,5.0,0.0,22.0,1691465868.0,
5.0,5.0,0.0,22.0,1691466127.0,
5.0,5.0,0.0,22.0,1691466383.0,
5.0,5.0,0.0,22.0,1691466642.0,
5.0,5.0,0.0,22.0,1691466906.0,
5.0,5.0,0.0,22.0,1691467164.0,
5.0,5.0,0.0,22.0,1691467423.0,
5.0,5.0,0.0,22.0,1691467939.0,
5.0,5.0,0.0,22.0,1691468201.0,
5.0,5.0,0.0,22.0,1691468461.0,
5.0,5.0,0.0,22.0,1691468721.0,
5.0,5.0,0.0,22.0,1691468982.0,
5.0,5.0,0.0,22.0,1691469508.0,
5.0,5.0,0.0,22.0,1691469771.0,
5.0,5.0,0.0,22.0,1691470036.0,
5.0,5.0,0.0,22.0,1691470299.0,
5.0,5.0,0.0,22.0,1691470559.0,
5.0,5.0,0.0,22.0,1691470822.0,
5.0,5.0,0.0,22.0,1691471084.0,
5.0,5.0,0.0,22.0,1691471607.0,
5.0,5.0,0.0,22.0,1691471873.0,
5.0,5.0,0.0,22.0,1691472137.0,
5.0,5.0,0.0,22.0,1691472399.0,
5.0,5.0,0.0,22.0,1691472662.0,
5.0,5.0,0.0,22.0,1691472930.0,
5.0,5.0,0.0,22.0,1691473193.0,
5.0,5.0,0.0,22.0,1691473725.0,
6.0,5.0,1.0,21.0,1691473989.0,
6.0,5.0,1.0,21.0,1691473989.0,
6.0,5.0,1.0,21.0,1691474516.0,
6.0,5.0,1.0,21.0,1691474778.0,
6.0,5.0,1.0,21.0,1691475038.0,
6.0,5.0,1.0,21.0,1691475295.0,
6.0,5.0,1.0,21.0,1691475555.0,
6.0,5.0,1.0,21.0,1691475814.0,
6.0,5.0,1.0,21.0,1691476332.0,
6.0,5.0,1.0,21.0,1691476590.0,
7.0,5.0,2.0,20.0,1691476849.0,
7.0,5.0,2.0,20.0,1691477106.0,
7.0,5.0,2.0,20.0,1691477365.0,
8.0,5.0,3.0,19.0,1691477622.0,
8.0,5.0,3.0,19.0,1691478154.0,
8.0,5.0,3.0,19.0,1691478419.0,
8.0,5.0,3.0,19.0,1691478688.0,
8.0,5.0,3.0,19.0,1691478953.0,
7.0,5.0,2.0,20.0,1691479219.0,
7.0,5.0,2.0,20.0,1691479483.0,
7.0,5.0,2.0,20.0,1691479747.0,
7.0,5.0,2.0,20.0,1691480010.0,
8.0,5.0,3.0,19.0,1691480539.0,
8.0,5.0,3.0,19.0,1691480805.0,
8.0,5.0,3.0,19.0,1691481067.0,
9.0,5.0,4.0,18.0,1691481331.0,
9.0,5.0,4.0,18.0,1691481602.0,
9.0,5.0,4.0,18.0,1691482134.0,
9.0,4.0,5.0,18.0,1691482398.0,
9.0,4.0,5.0,18.0,1691482398.0,
9.0,4.0,5.0,18.0,1691482928.0,
10.0,4.0,6.0,17.0,1691483190.0,
10.0,4.0,6.0,17.0,1691483452.0,
10.0,4.0,6.0,17.0,1691483716.0,
10.0,4.0,6.0,17.0,1691483980.0,
10.0,4.0,6.0,17.0,1691484508.0,
10.0,4.0,6.0,17.0,1691484774.0,
10.0,4.0,6.0,17.0,1691485040.0,
11.0,4.0,7.0,16.0,1691485308.0,
11.0,4.0,7.0,16.0,1691485574.0,
11.0,4.0,7.0,16.0,1691485837.0,
9.0,4.0,5.0,18.0,1691486103.0,
9.0,4.0,5.0,18.0,1691486366.0,
9.0,4.0,5.0,18.0,1691486896.0,
9.0,4.0,5.0,18.0,1691487160.0,
9.0,4.0,5.0,18.0,1691487425.0,
10.0,4.0,6.0,17.0,1691487687.0,
9.0,4.0,5.0,18.0,1691487950.0,
9.0,4.0,5.0,18.0,1691488215.0,
9.0,4.0,5.0,18.0,1691488484.0,
9.0,4.0,5.0,18.0,1691488747.0,
9.0,4.0,5.0,18.0,1691489012.0,
8.0,3.0,5.0,19.0,1691489541.0,
8.0,3.0,5.0,19.0,1691489799.0,
8.0,3.0,5.0,19.0,1691490064.0,
8.0,3.0,5.0,19.0,1691490329.0,
8.0,3.0,5.0,19.0,1691490594.0,
8.0,3.0,5.0,19.0,1691490863.0,
8.0,3.0,5.0,19.0,1691491392.0,
8.0,3.0,5.0,19.0,1691491392.0,
8.0,3.0,5.0,19.0,1691491923.0,
8.0,3.0,5.0,19.0,1691492189.0,
8.0,3.0,5.0,19.0,1691492453.0,
8.0,3.0,5.0,19.0,1691492718.0,
8.0,3.0,5.0,19.0,1691492988.0,
7.0,3.0,4.0,20.0,1691493252.0,
7.0,3.0,4.0,20.0,1691493785.0,
7.0,3.0,4.0,20.0,1691494048.0,
7.0,3.0,4.0,20.0,1691494314.0,
7.0,3.0,4.0,20.0,1691494576.0,
7.0,3.0,4.0,20.0,1691494842.0,
7.0,3.0,4.0,20.0,1691495105.0,
7.0,3.0,4.0,20.0,1691495370.0,
7.0,3.0,4.0,20.0,1691495893.0,
7.0,3.0,4.0,20.0,1691496155.0,
7.0,3.0,4.0,20.0,1691496421.0,
7.0,3.0,4.0,20.0,1691496679.0,
7.0,3.0,4.0,20.0,1691496940.0,
7.0,3.0,4.0,20.0,1691497200.0,
7.0,3.0,4.0,20.0,1691497726.0,
7.0,3.0,4.0,20.0,1691497992.0,
7.0,3.0,4.0,20.0,1691498261.0,
7.0,3.0,4.0,20.0,1691498526.0,
7.0,3.0,4.0,20.0,1691498794.0,
7.0,3.0,4.0,20.0,1691499061.0,
7.0,3.0,4.0,20.0,1691499330.0,
7.0,3.0,4.0,20.0,1691499591.0,
7.0,3.0,4.0,20.0,1691499857.0,
7.0,3.0,4.0,20.0,1691500390.0,
7.0,3.0,4.0,20.0,1691500653.0,
7.0,3.0,4.0,20.0,1691500917.0,
7.0,3.0,4.0,20.0,1691501181.0,
7.0,3.0,4.0,20.0,1691501445.0,
7.0,3.0,4.0,20.0,1691501712.0,
6.0,3.0,3.0,21.0,1691501977.0,
6.0,3.0,3.0,21.0,1691502242.0,
6.0,3.0,3.0,21.0,1691502770.0,
6.0,3.0,3.0,21.0,1691503036.0,
6.0,3.0,3.0,21.0,1691503298.0,
5.0,2.0,3.0,22.0,1691503565.0,
4.0,2.0,2.0,23.0,1691503825.0,
4.0,2.0,2.0,23.0,1691504353.0,
4.0,2.0,2.0,23.0,1691504353.0,
4.0,2.0,2.0,23.0,1691504617.0,
5.0,2.0,3.0,22.0,1691505144.0,
5.0,2.0,3.0,22.0,1691505409.0,
5.0,2.0,3.0,22.0,1691505673.0,
5.0,2.0,3.0,22.0,1691505942.0,
5.0,2.0,3.0,22.0,1691506204.0,
5.0,2.0,3.0,22.0,1691506468.0,
5.0,2.0,3.0,22.0,1691506990.0,
5.0,2.0,3.0,22.0,1691507251.0,
5.0,2.0,3.0,22.0,1691507513.0,
4.0,1.0,3.0,23.0,1691507778.0,
4.0,1.0,3.0,23.0,1691508039.0,
3.0,1.0,2.0,24.0,1691508567.0,
3.0,1.0,2.0,24.0,1691508567.0,
3.0,1.0,2.0,24.0,1691508829.0,
2.0,1.0,1.0,25.0,1691509353.0,
2.0,1.0,1.0,25.0,1691509616.0,
2.0,1.0,1.0,25.0,1691509876.0,
2.0,1.0,1.0,25.0,1691510143.0,
3.0,1.0,2.0,24.0,1691510410.0,
3.0,1.0,2.0,24.0,1691510945.0,
2.0,1.0,1.0,25.0,1691510945.0,
2.0,1.0,1.0,25.0,1691511210.0,
2.0,1.0,1.0,25.0,1691511743.0,
3.0,1.0,2.0,24.0,1691512007.0,
3.0,1.0,2.0,24.0,1691512273.0,
3.0,1.0,2.0,24.0,1691512539.0,
3.0,1.0,2.0,24.0,1691512805.0,
3.0,1.0,2.0,24.0,1691513071.0,
2.0,0.0,2.0,25.0,1691513601.0,
3.0,0.0,3.0,24.0,1691513601.0,
3.0,0.0,3.0,24.0,1691514134.0,
3.0,0.0,3.0,24.0,1691514402.0,
3.0,0.0,3.0,24.0,1691514669.0,
